cikkszam,korona,Eszköz,Alszám,lelszam,Megnev,dátuma,Beszért,KumÉCS,Kszért,Pénznem,Telephely,Gyártszám,Típusmegn,Mennyiség,mennyitip,Tipus,Hely,Megjegyzés,Mező20,Mező21
,1/30538,1003603,0,1003603-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30539,1003604,0,1003604-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30540,1003605,0,1003605-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30541,1003606,0,1003606-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30542,1003607,0,1003607-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30543,1003608,0,1003608-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30544,1003609,0,1003609-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30545,1003610,0,1003610-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30546,1003611,0,1003611-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30547,1003612,0,1003612-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30548,1003613,0,1003613-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30549,1003614,0,1003614-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30550,1003615,0,1003615-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30551,1003616,0,1003616-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30552,1003617,0,1003617-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30553,1003618,0,1003618-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30554,1003619,0,1003619-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30555,1003620,0,1003620-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30556,1003621,0,1003621-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30557,1003622,0,1003622-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30558,1003623,0,1003623-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30559,1003624,0,1003624-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30560,1003625,0,1003625-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30561,1003626,0,1003626-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30562,1003627,0,1003627-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30563,1003628,0,1003628-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30564,1003629,0,1003629-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30565,1003630,0,1003630-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30566,1003631,0,1003631-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30567,1003632,0,1003632-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30569,1003633,0,1003633-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30570,1003634,0,1003634-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30571,1003635,0,1003635-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30572,1003636,0,1003636-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30573,1003637,0,1003637-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30574,1003638,0,1003638-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30575,1003639,0,1003639-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30576,1003640,0,1003640-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30577,1003641,0,1003641-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30578,1003642,0,1003642-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30579,1003643,0,1003643-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30580,1003644,0,1003644-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30581,1003645,0,1003645-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30582,1003646,0,1003646-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30583,1003647,0,1003647-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30584,1003648,0,1003648-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30585,1003649,0,1003649-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30586,1003650,0,1003650-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30587,1003651,0,1003651-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30588,1003652,0,1003652-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30589,1003653,0,1003653-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30590,1003654,0,1003654-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30591,1003655,0,1003655-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30592,1003656,0,1003656-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30593,1003657,0,1003657-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30594,1003658,0,1003658-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30595,1003659,0,1003659-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30596,1003660,0,1003660-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
,1/30568,1003661,0,1003661-0000,Licensz (WIN Pro 10),13/02/2018,35200,-35200,0,HUF,2080000000,,,1,DB,SZOFTVER,,,,
